x_m,y_m,w_tr_right_m,w_tr_left_m,banking_rad
204.2909,594.1657,7.6469,7.6437,-0.1571
204.1492,593.9566,7.6468,7.6435,-0.1571
204.0077,593.7473,7.6468,7.6433,-0.1571
203.8664,593.5380,7.6467,7.6432,-0.1571
203.7252,593.3286,7.6467,7.6431,-0.1571
203.5842,593.1191,7.6467,7.6431,-0.1571
203.4433,592.9096,7.6467,7.6431,-0.1571
203.3026,592.7000,7.6468,7.6432,-0.1571
203.1621,592.4903,7.6468,7.6434,-0.1571
203.0218,592.2806,7.6469,7.6436,-0.1571
202.8816,592.0708,7.6471,7.6439,-0.1571
202.7416,591.8609,7.6474,7.6442,-0.1571
202.6018,591.6509,7.6477,7.6446,-0.1571
202.4621,591.4409,7.6481,7.6450,-0.1571
202.3225,591.2308,7.6486,7.6455,-0.1571
202.1831,591.0206,7.6492,7.6461,-0.1571
202.0438,590.8103,7.6497,7.6466,-0.1571
201.9047,590.5999,7.6503,7.6473,-0.1571
201.7657,590.3895,7.6509,7.6479,-0.1571
201.6269,590.1790,7.6517,7.6487,-0.1571
201.4882,589.9683,7.6523,7.6493,-0.1571
201.3496,589.7576,7.6531,7.6501,-0.1571
201.2112,589.5469,7.6537,7.6509,-0.1571
201.0729,589.3360,7.6545,7.6517,-0.1571
200.9347,589.1251,7.6552,7.6524,-0.1571
200.7967,588.9141,7.6560,7.6533,-0.1571
200.6588,588.7030,7.6567,7.6540,-0.1571
200.5211,588.4919,7.6575,7.6549,-0.1571
200.3835,588.2807,7.6582,7.6556,-0.1571
200.2460,588.0694,7.6590,7.6564,-0.1571
200.1087,587.8581,7.6596,7.6572,-0.1571
199.9715,587.6468,7.6604,7.6579,-0.1571
199.8344,587.4353,7.6610,7.6586,-0.1571
199.6974,587.2238,7.6617,7.6593,-0.1571
199.5605,587.0121,7.6623,7.6599,-0.1571
199.4238,586.8004,7.6630,7.6605,-0.1571
199.2871,586.5885,7.6635,7.6610,-0.1571
199.1504,586.3766,7.6641,7.6615,-0.1571
199.0139,586.1645,7.6646,7.6620,-0.1571
198.8775,585.9523,7.6652,7.6625,-0.1571
198.7411,585.7401,7.6656,7.6630,-0.1571
198.6049,585.5277,7.6662,7.6636,-0.1571
198.4688,585.3153,7.6666,7.6641,-0.1571
198.3328,585.1029,7.6672,7.6647,-0.1571
198.1969,584.8904,7.6676,7.6653,-0.1571
198.0611,584.6778,7.6681,7.6659,-0.1571
197.9254,584.4652,7.6686,7.6665,-0.1571
197.7898,584.2526,7.6691,7.6671,-0.1571
197.6544,584.0400,7.6696,7.6677,-0.1571
197.5191,583.8274,7.6701,7.6683,-0.1571
197.3838,583.6147,7.6705,7.6689,-0.1571
197.2487,583.4020,7.6711,7.6695,-0.1571
197.1136,583.1893,7.6715,7.6702,-0.1571
196.9787,582.9766,7.6721,7.6708,-0.1571
196.8437,582.7638,7.6726,7.6714,-0.1571
196.7089,582.5510,7.6731,7.6721,-0.1571
196.5740,582.3381,7.6737,7.6727,-0.1571
196.4392,582.1250,7.6741,7.6733,-0.1571
196.3043,581.9119,7.6745,7.6737,-0.1571
196.1695,581.6987,7.6748,7.6741,-0.1571
196.0346,581.4854,7.6750,7.6743,-0.1571
195.8996,581.2719,7.6751,7.6744,-0.1571
195.7647,581.0583,7.6751,7.6744,-0.1571
195.6296,580.8446,7.6750,7.6744,-0.1571
195.4946,580.6309,7.6748,7.6743,-0.1571
195.3595,580.4170,7.6745,7.6741,-0.1571
195.2244,580.2032,7.6742,7.6738,-0.1571
195.0893,579.9893,7.6740,7.6735,-0.1571
194.9543,579.7754,7.6737,7.6731,-0.1571
194.8193,579.5616,7.6734,7.6727,-0.1571
194.6843,579.3478,7.6731,7.6721,-0.1571
194.5494,579.1340,7.6728,7.6716,-0.1571
194.4146,578.9203,7.6724,7.6710,-0.1571
194.2799,578.7065,7.6720,7.6703,-0.1571
194.1452,578.4928,7.6717,7.6698,-0.1571
194.0107,578.2790,7.6713,7.6691,-0.1571
193.8762,578.0652,7.6709,7.6686,-0.1571
193.7418,577.8513,7.6704,7.6680,-0.1571
193.6075,577.6373,7.6700,7.6675,-0.1571
193.4733,577.4232,7.6696,7.6669,-0.1571
193.3392,577.2089,7.6691,7.6663,-0.1571
193.2052,576.9945,7.6687,7.6658,-0.1571
193.0713,576.7800,7.6682,7.6652,-0.1571
192.9375,576.5653,7.6677,7.6647,-0.1571
192.8038,576.3505,7.6673,7.6642,-0.1571
192.6702,576.1355,7.6668,7.6636,-0.1571
192.5368,575.9204,7.6664,7.6631,-0.1571
192.4036,575.7053,7.6658,7.6625,-0.1571
192.2706,575.4900,7.6654,7.6620,-0.1571
192.1377,575.2747,7.6648,7.6615,-0.1571
192.0051,575.0593,7.6644,7.6609,-0.1571
191.8727,574.8438,7.6638,7.6604,-0.1571
191.7405,574.6283,7.6634,7.6598,-0.1571
191.6085,574.4128,7.6628,7.6592,-0.1571
191.4767,574.1972,7.6624,7.6585,-0.1571
191.3452,573.9815,7.6618,7.6579,-0.1571
191.2139,573.7658,7.6614,7.6572,-0.1571
191.0828,573.5500,7.6608,7.6566,-0.1571
190.9519,573.3340,7.6604,7.6559,-0.1571
190.8212,573.1180,7.6597,7.6553,-0.1571
190.6907,572.9019,7.6592,7.6547,-0.1571
190.5604,572.6856,7.6586,7.6541,-0.1571
190.4302,572.4692,7.6581,7.6534,-0.1571
190.3002,572.2527,7.6575,7.6529,-0.1571
190.1705,572.0360,7.6570,7.6523,-0.1571
190.0408,571.8191,7.6565,7.6518,-0.1571
189.9114,571.6021,7.6561,7.6512,-0.1571
189.7821,571.3850,7.6557,7.6508,-0.1571
189.6531,571.1677,7.6553,7.6503,-0.1571
189.5242,570.9503,7.6550,7.6499,-0.1571
189.3955,570.7328,7.6546,7.6495,-0.1571
189.2670,570.5152,7.6543,7.6491,-0.1571
189.1388,570.2975,7.6539,7.6487,-0.1571
189.0108,570.0797,7.6536,7.6484,-0.1571
188.8830,569.8619,7.6532,7.6480,-0.1571
188.7555,569.6440,7.6529,7.6478,-0.1571
188.6282,569.4260,7.6525,7.6474,-0.1571
188.5012,569.2080,7.6522,7.6472,-0.1571
188.3744,568.9899,7.6518,7.6469,-0.1571
188.2478,568.7718,7.6515,7.6468,-0.1571
188.1214,568.5535,7.6511,7.6465,-0.1571
187.9952,568.3351,7.6509,7.6464,-0.1571
187.8691,568.1166,7.6505,7.6462,-0.1571
187.7432,567.8979,7.6503,7.6462,-0.1571
187.6175,567.6790,7.6499,7.6461,-0.1571
187.4918,567.4599,7.6498,7.6462,-0.1571
187.3663,567.2407,7.6496,7.6462,-0.1571
187.2409,567.0213,7.6496,7.6464,-0.1571
187.1156,566.8018,7.6495,7.6465,-0.1571
186.9905,566.5822,7.6496,7.6467,-0.1571
186.8655,566.3625,7.6497,7.6469,-0.1571
186.7406,566.1427,7.6499,7.6471,-0.1571
186.6159,565.9229,7.6501,7.6473,-0.1571
186.4913,565.7031,7.6503,7.6476,-0.1571
186.3669,565.4832,7.6505,7.6479,-0.1571
186.2426,565.2633,7.6508,7.6482,-0.1571
186.1184,565.0434,7.6511,7.6485,-0.1571
185.9944,564.8234,7.6514,7.6489,-0.1571
185.8705,564.6034,7.6517,7.6493,-0.1571
185.7467,564.3833,7.6520,7.6497,-0.1571
185.6230,564.1631,7.6523,7.6501,-0.1571
185.4994,563.9429,7.6527,7.6505,-0.1571
185.3759,563.7226,7.6530,7.6509,-0.1571
185.2525,563.5023,7.6533,7.6514,-0.1571
185.1292,563.2819,7.6536,7.6518,-0.1571
185.0060,563.0615,7.6539,7.6522,-0.1571
184.8828,562.8411,7.6542,7.6526,-0.1571
184.7598,562.6206,7.6545,7.6530,-0.1571
184.6368,562.4002,7.6547,7.6535,-0.1571
184.5140,562.1797,7.6550,7.6538,-0.1571
184.3912,561.9593,7.6552,7.6542,-0.1571
184.2684,561.7388,7.6555,7.6545,-0.1571
184.1457,561.5183,7.6557,7.6548,-0.1571
184.0231,561.2978,7.6559,7.6551,-0.1571
183.9004,561.0772,7.6561,7.6553,-0.1571
183.7778,560.8565,7.6564,7.6554,-0.1571
183.6552,560.6357,7.6566,7.6555,-0.1571
183.5325,560.4148,7.6569,7.6555,-0.1571
183.4099,560.1938,7.6572,7.6557,-0.1571
183.2872,559.9727,7.6576,7.6558,-0.1571
183.1646,559.7514,7.6580,7.6561,-0.1571
183.0419,559.5300,7.6585,7.6564,-0.1571
182.9192,559.3085,7.6591,7.6570,-0.1571
182.7965,559.0868,7.6598,7.6575,-0.1571
182.6739,558.8651,7.6606,7.6582,-0.1571
182.5513,558.6432,7.6613,7.6588,-0.1571
182.4287,558.4212,7.6622,7.6596,-0.1571
182.3063,558.1992,7.6629,7.6604,-0.1571
182.1839,557.9771,7.6637,7.6612,-0.1571
182.0616,557.7551,7.6644,7.6620,-0.1571
181.9395,557.5330,7.6652,7.6629,-0.1571
181.8174,557.3109,7.6659,7.6637,-0.1571
181.6955,557.0888,7.6666,7.6645,-0.1571
181.5737,556.8667,7.6672,7.6653,-0.1571
181.4520,556.6446,7.6678,7.6660,-0.1571
181.3304,556.4225,7.6684,7.6667,-0.1571
181.2089,556.2004,7.6689,7.6674,-0.1571
181.0876,555.9783,7.6694,7.6681,-0.1571
180.9663,555.7562,7.6699,7.6687,-0.1571
180.8451,555.5340,7.6702,7.6692,-0.1571
180.7239,555.3118,7.6706,7.6697,-0.1571
180.6028,555.0895,7.6709,7.6702,-0.1571
180.4818,554.8672,7.6712,7.6706,-0.1571
180.3608,554.6449,7.6713,7.6709,-0.1571
180.2398,554.4224,7.6715,7.6712,-0.1571
180.1188,554.2000,7.6714,7.6715,-0.1571
179.9978,553.9774,7.6714,7.6717,-0.1571
179.8768,553.7548,7.6711,7.6716,-0.1571
179.7557,553.5322,7.6708,7.6714,-0.1571
179.6347,553.3095,7.6702,7.6708,-0.1571
179.5137,553.0868,7.6697,7.6702,-0.1571
179.3927,552.8641,7.6688,7.6692,-0.1571
179.2717,552.6414,7.6680,7.6681,-0.1571
179.1508,552.4187,7.6668,7.6668,-0.1571
179.0298,552.1961,7.6657,7.6655,-0.1571
178.9089,551.9734,7.6642,7.6640,-0.1571
178.7880,551.7508,7.6628,7.6624,-0.1571
178.6672,551.5281,7.6611,7.6607,-0.1571
178.5464,551.3054,7.6594,7.6589,-0.1571
178.4256,551.0827,7.6576,7.6571,-0.1571
178.3048,550.8599,7.6558,7.6552,-0.1571
178.1840,550.6371,7.6540,7.6532,-0.1571
178.0632,550.4142,7.6522,7.6512,-0.1571
177.9425,550.1912,7.6504,7.6492,-0.1571
177.8218,549.9682,7.6486,7.6472,-0.1571
177.7011,549.7451,7.6468,7.6452,-0.1571
177.5805,549.5220,7.6450,7.6432,-0.1571
177.4600,549.2988,7.6431,7.6411,-0.1571
177.3395,549.0756,7.6413,7.6392,-0.1571
177.2190,548.8524,7.6395,7.6372,-0.1571
177.0987,548.6292,7.6377,7.6352,-0.1571
176.9785,548.4060,7.6358,7.6333,-0.1571
176.8584,548.1828,7.6341,7.6314,-0.1571
176.7385,547.9597,7.6322,7.6295,-0.1571
176.6187,547.7365,7.6305,7.6278,-0.1571
176.4990,547.5134,7.6287,7.6259,-0.1571
176.3795,547.2904,7.6270,7.6242,-0.1571
176.2602,547.0673,7.6253,7.6224,-0.1571
176.1409,546.8443,7.6236,7.6209,-0.1571
176.0219,546.6212,7.6220,7.6192,-0.1571
175.9030,546.3980,7.6205,7.6177,-0.1571
175.7841,546.1748,7.6190,7.6161,-0.1571
175.6655,545.9515,7.6176,7.6146,-0.1571
175.5469,545.7281,7.6162,7.6131,-0.1571
175.4285,545.5045,7.6150,7.6117,-0.1571
175.3102,545.2809,7.6138,7.6102,-0.1571
175.1921,545.0571,7.6126,7.6089,-0.1571
175.0742,544.8332,7.6114,7.6075,-0.1571
174.9564,544.6092,7.6102,7.6063,-0.1571
174.8388,544.3851,7.6092,7.6050,-0.1571
174.7215,544.1609,7.6080,7.6039,-0.1571
174.6044,543.9367,7.6070,7.6026,-0.1571
174.4876,543.7124,7.6059,7.6016,-0.1571
174.3710,543.4880,7.6050,7.6005,-0.1571
174.2546,543.2635,7.6040,7.5995,-0.1571
174.1385,543.0390,7.6031,7.5985,-0.1571
174.0227,542.8143,7.6022,7.5976,-0.1571
173.9071,542.5895,7.6014,7.5966,-0.1571
173.7917,542.3646,7.6005,7.5958,-0.1571
173.6766,542.1394,7.5999,7.5950,-0.1571
173.5617,541.9142,7.5991,7.5943,-0.1571
173.4471,541.6887,7.5985,7.5935,-0.1571
173.3326,541.4631,7.5979,7.5929,-0.1571
173.2184,541.2374,7.5974,7.5923,-0.1571
173.1045,541.0115,7.5968,7.5918,-0.1571
172.9907,540.7855,7.5964,7.5913,-0.1571
172.8772,540.5593,7.5960,7.5909,-0.1571
172.7640,540.3331,7.5957,7.5906,-0.1571
172.6510,540.1067,7.5955,7.5903,-0.1571
172.5383,539.8803,7.5953,7.5901,-0.1571
172.4258,539.6538,7.5951,7.5901,-0.1571
172.3136,539.4272,7.5950,7.5901,-0.1571
172.2015,539.2005,7.5950,7.5902,-0.1571
172.0898,538.9737,7.5950,7.5904,-0.1571
171.9782,538.7468,7.5950,7.5906,-0.1571
171.8668,538.5199,7.5951,7.5909,-0.1571
171.7557,538.2928,7.5953,7.5913,-0.1571
171.6447,538.0657,7.5954,7.5917,-0.1571
171.5339,537.8385,7.5957,7.5921,-0.1571
171.4233,537.6112,7.5959,7.5927,-0.1571
171.3128,537.3838,7.5961,7.5932,-0.1571
171.2025,537.1564,7.5964,7.5938,-0.1571
171.0924,536.9289,7.5967,7.5943,-0.1571
170.9823,536.7013,7.5970,7.5950,-0.1571
170.8724,536.4737,7.5975,7.5957,-0.1571
170.7625,536.2459,7.5981,7.5965,-0.1571
170.6528,536.0181,7.5988,7.5972,-0.1571
170.5431,535.7902,7.5996,7.5981,-0.1571
170.4335,535.5622,7.6004,7.5990,-0.1571
170.3240,535.3342,7.6013,7.6000,-0.1571
170.2145,535.1060,7.6023,7.6010,-0.1571
170.1050,534.8778,7.6033,7.6021,-0.1571
169.9956,534.6496,7.6043,7.6032,-0.1571
169.8863,534.4213,7.6054,7.6044,-0.1571
169.7770,534.1929,7.6065,7.6055,-0.1571
169.6678,533.9646,7.6075,7.6067,-0.1571
169.5586,533.7363,7.6086,7.6080,-0.1571
169.4495,533.5079,7.6097,7.6092,-0.1571
169.3404,533.2796,7.6108,7.6104,-0.1571
169.2313,533.0513,7.6118,7.6116,-0.1571
169.1223,532.8229,7.6128,7.6128,-0.1571
169.0133,532.5946,7.6137,7.6138,-0.1571
168.9043,532.3662,7.6146,7.6148,-0.1571
168.7954,532.1378,7.6154,7.6156,-0.1571
168.6865,531.9094,7.6163,7.6163,-0.1571
168.5776,531.6810,7.6170,7.6168,-0.1571
168.4688,531.4527,7.6177,7.6173,-0.1571
168.3601,531.2244,7.6184,7.6177,-0.1571
168.2515,530.9961,7.6191,7.6182,-0.1571
168.1430,530.7679,7.6197,7.6187,-0.1571
168.0347,530.5397,7.6205,7.6193,-0.1571
167.9264,530.3116,7.6211,7.6199,-0.1571
167.8183,530.0835,7.6219,7.6206,-0.1571
167.7102,529.8554,7.6226,7.6213,-0.1571
167.6023,529.6272,7.6234,7.6221,-0.1571
167.4944,529.3990,7.6242,7.6228,-0.1571
167.3866,529.1707,7.6251,7.6237,-0.1571
167.2789,528.9423,7.6261,7.6246,-0.1571
167.1712,528.7138,7.6271,7.6257,-0.1571
167.0636,528.4852,7.6284,7.6267,-0.1571
166.9560,528.2565,7.6297,7.6278,-0.1571
166.8486,528.0276,7.6311,7.6290,-0.1571
166.7412,527.7986,7.6326,7.6302,-0.1571
166.6339,527.5695,7.6341,7.6314,-0.1571
166.5267,527.3404,7.6357,7.6328,-0.1571
166.4197,527.1111,7.6373,7.6341,-0.1571
166.3128,526.8818,7.6389,7.6356,-0.1571
166.2060,526.6524,7.6405,7.6370,-0.1571
166.0993,526.4230,7.6421,7.6385,-0.1571
165.9929,526.1935,7.6437,7.6399,-0.1571
165.8865,525.9640,7.6452,7.6415,-0.1571
165.7803,525.7344,7.6468,7.6429,-0.1571
165.6743,525.5048,7.6482,7.6443,-0.1571
165.5685,525.2751,7.6497,7.6455,-0.1571
165.4629,525.0454,7.6510,7.6467,-0.1571
165.3574,524.8157,7.6523,7.6479,-0.1571
165.2522,524.5860,7.6534,7.6490,-0.1571
165.1472,524.3563,7.6546,7.6499,-0.1571
165.0424,524.1266,7.6555,7.6509,-0.1571
164.9379,523.8969,7.6566,7.6518,-0.1571
164.8336,523.6672,7.6574,7.6526,-0.1571
164.7295,523.4374,7.6583,7.6533,-0.1571
164.6257,523.2076,7.6589,7.6540,-0.1571
164.5222,522.9777,7.6597,7.6545,-0.1571
164.4189,522.7477,7.6601,7.6551,-0.1571
164.3158,522.5176,7.6608,7.6555,-0.1571
164.2130,522.2873,7.6611,7.6558,-0.1571
164.1105,522.0568,7.6616,7.6560,-0.1571
164.0081,521.8262,7.6617,7.6562,-0.1571
163.9061,521.5954,7.6620,7.6562,-0.1571
163.8043,521.3644,7.6619,7.6563,-0.1571
163.7027,521.1333,7.6619,7.6561,-0.1571
163.6014,520.9021,7.6616,7.6559,-0.1571
163.5004,520.6707,7.6613,7.6556,-0.1571
163.3997,520.4392,7.6608,7.6553,-0.1571
163.2992,520.2076,7.6603,7.6548,-0.1571
163.1990,519.9759,7.6597,7.6544,-0.1571
163.0990,519.7441,7.6590,7.6538,-0.1571
162.9992,519.5121,7.6582,7.6532,-0.1571
162.8997,519.2799,7.6574,7.6525,-0.1571
162.8003,519.0475,7.6565,7.6518,-0.1571
162.7012,518.8150,7.6555,7.6510,-0.1571
162.6022,518.5822,7.6545,7.6502,-0.1571
162.5035,518.3493,7.6534,7.6493,-0.1571
162.4049,518.1162,7.6524,7.6484,-0.1571
162.3064,517.8829,7.6512,7.6475,-0.1571
162.2082,517.6494,7.6501,7.6465,-0.1571
162.1101,517.4159,7.6489,7.6455,-0.1571
162.0122,517.1822,7.6478,7.6445,-0.1571
161.9145,516.9484,7.6465,7.6435,-0.1571
161.8170,516.7146,7.6454,7.6425,-0.1571
161.7196,516.4807,7.6442,7.6415,-0.1571
161.6225,516.2467,7.6432,7.6405,-0.1571
161.5255,516.0127,7.6420,7.6396,-0.1571
161.4286,515.7787,7.6411,7.6386,-0.1571
161.3319,515.5446,7.6401,7.6377,-0.1571
161.2354,515.3105,7.6392,7.6369,-0.1571
161.1390,515.0763,7.6384,7.6362,-0.1571
161.0427,514.8420,7.6377,7.6355,-0.1571
160.9465,514.6078,7.6370,7.6350,-0.1571
160.8504,514.3734,7.6365,7.6345,-0.1571
160.7545,514.1391,7.6361,7.6341,-0.1571
160.6586,513.9047,7.6359,7.6337,-0.1571
160.5629,513.6702,7.6356,7.6335,-0.1571
160.4672,513.4357,7.6354,7.6333,-0.1571
160.3716,513.2012,7.6352,7.6333,-0.1571
160.2761,512.9667,7.6350,7.6332,-0.1571
160.1806,512.7322,7.6349,7.6333,-0.1571
160.0852,512.4976,7.6349,7.6333,-0.1571
159.9899,512.2631,7.6349,7.6336,-0.1571
159.8946,512.0285,7.6349,7.6338,-0.1571
159.7993,511.7940,7.6350,7.6341,-0.1571
159.7040,511.5594,7.6351,7.6345,-0.1571
159.6087,511.3247,7.6351,7.6351,-0.1571
159.5134,511.0901,7.6352,7.6357,-0.1571
159.4180,510.8553,7.6352,7.6364,-0.1571
159.3224,510.6204,7.6352,7.6372,-0.1571
159.2267,510.3854,7.6352,7.6382,-0.1571
159.1309,510.1503,7.6350,7.6392,-0.1571
159.0350,509.9151,7.6349,7.6404,-0.1571
158.9389,509.6797,7.6347,7.6417,-0.1571
158.8426,509.4442,7.6345,7.6431,-0.1571
158.7463,509.2086,7.6342,7.6446,-0.1571
158.6498,508.9730,7.6340,7.6462,-0.1571
158.5532,508.7372,7.6337,7.6479,-0.1571
158.4565,508.5014,7.6335,7.6497,-0.1571
158.3598,508.2656,7.6333,7.6514,-0.1571
158.2631,508.0297,7.6333,7.6532,-0.1571
158.1664,507.7938,7.6332,7.6549,-0.1571
158.0696,507.5579,7.6333,7.6566,-0.1571
157.9728,507.3220,7.6335,7.6583,-0.1571
157.8760,507.0862,7.6339,7.6599,-0.1571
157.7792,506.8503,7.6343,7.6615,-0.1571
157.6824,506.6144,7.6350,7.6630,-0.1571
157.5857,506.3785,7.6357,7.6645,-0.1571
157.4889,506.1426,7.6367,7.6658,-0.1571
157.3921,505.9067,7.6378,7.6671,-0.1571
157.2953,505.6708,7.6390,7.6682,-0.1571
157.1985,505.4349,7.6403,7.6693,-0.1571
157.1017,505.1990,7.6417,7.6702,-0.1571
157.0050,504.9632,7.6432,7.6711,-0.1571
156.9082,504.7274,7.6448,7.6717,-0.1571
156.8116,504.4918,7.6465,7.6723,-0.1571
156.7150,504.2565,7.6484,7.6727,-0.1571
156.6187,504.0217,7.6503,7.6730,-0.1571
156.5225,503.7873,7.6522,7.6730,-0.1571
156.4266,503.5536,7.6543,7.6729,-0.1571
156.3310,503.3206,7.6563,7.6725,-0.1571
156.2358,503.0883,7.6584,7.6721,-0.1571
156.1410,502.8571,7.6605,7.6713,-0.1571
156.0465,502.6265,7.6626,7.6705,-0.1571
155.9523,502.3964,7.6648,7.6694,-0.1571
155.8582,502.1666,7.6669,7.6683,-0.1571
155.7643,501.9369,7.6691,7.6670,-0.1571
155.6704,501.7070,7.6713,7.6656,-0.1571
155.5765,501.4768,7.6735,7.6639,-0.1571
155.4825,501.2461,7.6757,7.6622,-0.1571
155.3883,501.0146,7.6779,7.6602,-0.1571
155.2937,500.7821,7.6800,7.6581,-0.1571
155.1989,500.5488,7.6820,7.6558,-0.1571
155.1039,500.3147,7.6840,7.6535,-0.1571
155.0087,500.0800,7.6858,7.6510,-0.1571
154.9133,499.8447,7.6874,7.6484,-0.1571
154.8177,499.6090,7.6889,7.6457,-0.1571
154.7221,499.3730,7.6902,7.6430,-0.1571
154.6264,499.1368,7.6913,7.6402,-0.1571
154.5306,498.9005,7.6920,7.6373,-0.1571
154.4348,498.6641,7.6926,7.6345,-0.1571
154.3391,498.4278,7.6927,7.6316,-0.1571
154.2433,498.1915,7.6926,7.6287,-0.1571
154.1476,497.9552,7.6921,7.6258,-0.1571
154.0518,497.7188,7.6914,7.6229,-0.1571
153.9560,497.4825,7.6903,7.6199,-0.1571
153.8603,497.2462,7.6890,7.6169,-0.1571
153.7645,497.0098,7.6874,7.6139,-0.1571
153.6688,496.7735,7.6856,7.6108,-0.1571
153.5730,496.5372,7.6834,7.6076,-0.1571
153.4772,496.3008,7.6812,7.6045,-0.1571
153.3815,496.0645,7.6785,7.6013,-0.1571
153.2857,495.8282,7.6758,7.5981,-0.1571
153.1900,495.5919,7.6727,7.5950,-0.1571
153.0942,495.3555,7.6695,7.5919,-0.1571
152.9985,495.1192,7.6660,7.5889,-0.1571
152.9027,494.8829,7.6624,7.5859,-0.1571
152.8069,494.6465,7.6585,7.5830,-0.1571
152.7112,494.4102,7.6546,7.5802,-0.1571
152.6154,494.1739,7.6503,7.5775,-0.1571
152.5197,493.9376,7.6460,7.5748,-0.1571
152.4239,493.7012,7.6415,7.5722,-0.1571
152.3281,493.4649,7.6369,7.5696,-0.1571
152.2324,493.2286,7.6321,7.5671,-0.1571
152.1366,492.9922,7.6272,7.5646,-0.1571
152.0409,492.7559,7.6222,7.5622,-0.1571
151.9451,492.5196,7.6171,7.5600,-0.1571
151.8494,492.2833,7.6118,7.5577,-0.1571
151.7536,492.0469,7.6066,7.5556,-0.1571
151.6578,491.8106,7.6011,7.5535,-0.1571
151.5621,491.5743,7.5957,7.5516,-0.1571
151.4663,491.3379,7.5902,7.5497,-0.1571
151.3706,491.1016,7.5847,7.5480,-0.1571
151.2748,490.8653,7.5791,7.5464,-0.1571
151.1790,490.6289,7.5735,7.5449,-0.1571
151.0833,490.3926,7.5679,7.5434,-0.1571
150.9875,490.1563,7.5623,7.5421,-0.1571
150.8918,489.9200,7.5567,7.5410,-0.1571
150.7960,489.6836,7.5511,7.5399,-0.1571
150.7002,489.4473,7.5455,7.5390,-0.1571
150.6045,489.2110,7.5399,7.5382,-0.1571
150.5087,488.9746,7.5342,7.5375,-0.1571
150.4130,488.7383,7.5284,7.5369,-0.1571
150.3172,488.5020,7.5226,7.5365,-0.1571
150.2215,488.2657,7.5167,7.5362,-0.1571
150.1257,488.0293,7.5108,7.5361,-0.1571
150.0299,487.7930,7.5048,7.5360,-0.1571
149.9342,487.5567,7.4989,7.5362,-0.1571
149.8384,487.3203,7.4930,7.5365,-0.1571
149.7427,487.0840,7.4871,7.5371,-0.1571
149.6469,486.8477,7.4813,7.5377,-0.1571
149.5511,486.6114,7.4756,7.5387,-0.1571
149.4554,486.3750,7.4699,7.5397,-0.1571
149.3596,486.1387,7.4644,7.5410,-0.1571
149.2639,485.9024,7.4589,7.5423,-0.1571
149.1681,485.6660,7.4536,7.5439,-0.1571
149.0724,485.4297,7.4484,7.5456,-0.1571
148.9766,485.1934,7.4434,7.5475,-0.1571
148.8808,484.9570,7.4386,7.5494,-0.1571
148.7851,484.7207,7.4340,7.5515,-0.1571
148.6893,484.4844,7.4295,7.5538,-0.1571
148.5936,484.2481,7.4253,7.5561,-0.1571
148.4978,484.0117,7.4213,7.5586,-0.1571
148.4020,483.7754,7.4175,7.5612,-0.1571
148.3063,483.5391,7.4140,7.5639,-0.1571
148.2105,483.3027,7.4108,7.5666,-0.1571
148.1148,483.0664,7.4079,7.5695,-0.1571
148.0190,482.8301,7.4052,7.5723,-0.1571
147.9232,482.5938,7.4029,7.5754,-0.1571
147.8275,482.3574,7.4009,7.5784,-0.1571
147.7317,482.1211,7.3992,7.5815,-0.1571
147.6360,481.8848,7.3978,7.5846,-0.1571
147.5402,481.6484,7.3969,7.5878,-0.1571
147.4445,481.4121,7.3963,7.5910,-0.1571
147.3487,481.1758,7.3959,7.5943,-0.1571
147.2529,480.9395,7.3958,7.5975,-0.1572
147.1572,480.7031,7.3959,7.6008,-0.1572
147.0614,480.4668,7.3963,7.6041,-0.1572
146.9657,480.2305,7.3970,7.6073,-0.1572
146.8699,479.9941,7.3979,7.6106,-0.1572
146.7741,479.7578,7.3992,7.6138,-0.1572
146.6784,479.5215,7.4006,7.6170,-0.1572
146.5826,479.2852,7.4024,7.6202,-0.1572
146.4869,479.0488,7.4044,7.6232,-0.1573
146.3911,478.8125,7.4066,7.6263,-0.1573
146.2954,478.5762,7.4090,7.6293,-0.1573
146.1996,478.3398,7.4116,7.6322,-0.1573
146.1038,478.1035,7.4144,7.6350,-0.1573
146.0081,477.8672,7.4174,7.6378,-0.1573
145.9123,477.6308,7.4205,7.6403,-0.1574
145.8166,477.3945,7.4239,7.6429,-0.1574
145.7208,477.1582,7.4273,7.6452,-0.1574
145.6250,476.9219,7.4309,7.6475,-0.1574
145.5293,476.6855,7.4345,7.6496,-0.1574
145.4335,476.4492,7.4383,7.6516,-0.1575
145.3378,476.2129,7.4421,7.6534,-0.1575
145.2420,475.9765,7.4460,7.6551,-0.1575
145.1462,475.7402,7.4499,7.6566,-0.1575
145.0505,475.5039,7.4539,7.6580,-0.1576
144.9547,475.2676,7.4579,7.6592,-0.1576
144.8590,475.0312,7.4619,7.6602,-0.1576
144.7632,474.7949,7.4659,7.6610,-0.1576
144.6675,474.5586,7.4700,7.6617,-0.1577
144.5717,474.3222,7.4742,7.6623,-0.1577
144.4759,474.0859,7.4785,7.6627,-0.1577
144.3802,473.8496,7.4828,7.6631,-0.1578
144.2844,473.6133,7.4872,7.6633,-0.1578
144.1887,473.3769,7.4916,7.6635,-0.1578
144.0929,473.1406,7.4961,7.6636,-0.1578
143.9971,472.9043,7.5007,7.6636,-0.1579
